Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,TTD Total Targets,PubChem Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,TTD Identified Targets,PubChem Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,TTD Percentage,PubChem Percentage
indomethacin,thrombocytopenia due to platelet alloimmunization,25,4,16.0,28,2,1,1,3,0,0,0,10.71,0.0,0.0,0.0
indomethacin,phen_tp_thrombocytopenia,10,3,30.0,28,2,1,1,3,1,0,0,10.71,50.0,0.0,0.0
indomethacin,phen_sig_tp_noFP_Sig_thrombocytopenia,12,4,33.33,28,2,1,1,3,0,0,0,10.71,0.0,0.0,0.0
indomethacin,myocardial infarction,10,3,30.0,28,2,1,1,2,0,0,0,7.14,0.0,0.0,0.0
indomethacin,old myocardial infarction,16,4,25.0,28,2,1,1,3,0,0,0,10.71,0.0,0.0,0.0
indomethacin,acute myocardial infarction,6,2,33.33,28,2,1,1,1,0,0,0,3.57,0.0,0.0,0.0
indomethacin,phen_sig_tp_noFP_Sig_myocardial infarction,14,3,21.43,28,2,1,1,2,0,0,0,7.14,0.0,0.0,0.0
latanoprost,hypertension,2,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,prehypertension,11,1,9.09,3,1,1,8,1,0,0,1,33.33,0.0,0.0,12.5
latanoprost,hypertensive disease,9,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,genetic hypertension,6,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,pulmonary hypertension,13,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,essential hypertension,10,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,"hypertension, renovascular",11,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,idiopathic pulmonary hypertension,9,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,renal hypertension,12,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,ocular hypertension,9,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,"hypertension, portal",2,1,50.0,3,1,1,8,1,0,0,1,33.33,0.0,0.0,12.5
latanoprost,phen_tp_hypertension,12,2,16.67,3,1,1,8,1,0,0,2,33.33,0.0,0.0,25.0
latanoprost,phen_sig_tp_noFP_Dis_hypertension,12,1,8.33,3,1,1,8,1,0,0,1,33.33,0.0,0.0,12.5
latanoprost,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,pancreatitis,7,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,acute pancreatitis,12,1,8.33,3,1,1,8,0,0,0,1,0.0,0.0,0.0,12.5
latanoprost,pancreatitis idiopathic,4,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,adenocarcinoma of pancreas,13,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,phen_tp_pancreatitis,12,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,thrombocytopenia 5,2,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,thrombocytopenia 6,13,1,7.69,3,1,1,8,1,0,0,1,33.33,0.0,0.0,12.5
latanoprost,macrothrombocytopenia,4,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,idiopathic thrombocytopenia,12,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,thrombocytopenia due to platelet alloimmunization,25,2,8.0,3,1,1,8,1,0,0,2,33.33,0.0,0.0,25.0
latanoprost,phen_tp_thrombocytopenia,10,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,myocardial infarction,10,1,10.0,3,1,1,8,0,0,0,1,0.0,0.0,0.0,12.5
latanoprost,old myocardial infarction,16,1,6.25,3,1,1,8,0,0,0,1,0.0,0.0,0.0,12.5
latanoprost,acute myocardial infarction,6,0,0.0,3,1,1,8,0,0,0,0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Sig_myocardial infarction,14,1,7.14,3,1,1,8,0,0,0,1,0.0,0.0,0.0,12.5
chlorthalidone,hypertension,2,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,prehypertension,11,1,9.09,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,hypertensive disease,9,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,genetic hypertension,6,1,16.67,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,pulmonary hypertension,13,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,essential hypertension,10,1,10.0,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,"hypertension, renovascular",11,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,idiopathic pulmonary hypertension,9,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,renal hypertension,12,1,8.33,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,ocular hypertension,9,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,"hypertension, portal",2,1,50.0,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,phen_tp_hypertension,12,1,8.33,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,phen_sig_tp_noFP_Dis_hypertension,12,1,8.33,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,pancreatitis,7,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,acute pancreatitis,12,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,pancreatitis idiopathic,4,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,adenocarcinoma of pancreas,13,1,7.69,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,phen_tp_pancreatitis,12,1,8.33,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,phen_sig_tp_noFP_Sig_pancreatitis,16,1,6.25,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,thrombocytopenia 5,2,1,50.0,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,thrombocytopenia 6,13,1,7.69,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,macrothrombocytopenia,4,1,25.0,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,idiopathic thrombocytopenia,12,1,8.33,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,thrombocytopenia due to platelet alloimmunization,25,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,phen_tp_thrombocytopenia,10,1,10.0,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,phen_sig_tp_noFP_Sig_thrombocytopenia,12,1,8.33,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,myocardial infarction,10,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,old myocardial infarction,16,1,6.25,3,1,1,24,1,0,0,1,33.33,0.0,0.0,4.17
chlorthalidone,acute myocardial infarction,6,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
chlorthalidone,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,3,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
alprostadil,hypertension,2,1,50.0,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,prehypertension,11,2,18.18,7,2,2,39,1,0,0,1,14.29,0.0,0.0,2.56
alprostadil,hypertensive disease,9,3,33.33,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
alprostadil,genetic hypertension,6,1,16.67,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,pulmonary hypertension,13,2,15.38,7,2,2,39,0,0,0,2,0.0,0.0,0.0,5.13
alprostadil,essential hypertension,10,3,30.0,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
alprostadil,"hypertension, renovascular",11,3,27.27,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
alprostadil,idiopathic pulmonary hypertension,9,3,33.33,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
alprostadil,renal hypertension,12,1,8.33,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,ocular hypertension,9,2,22.22,7,2,2,39,0,0,0,2,0.0,0.0,0.0,5.13
alprostadil,"hypertension, portal",2,1,50.0,7,2,2,39,1,0,0,0,14.29,0.0,0.0,0.0
alprostadil,phen_tp_hypertension,12,5,41.67,7,2,2,39,1,0,0,4,14.29,0.0,0.0,10.26
alprostadil,phen_sig_tp_noFP_Dis_hypertension,12,5,41.67,7,2,2,39,1,0,0,4,14.29,0.0,0.0,10.26
alprostadil,phen_sig_tp_noFP_Sig_hypertension,14,2,14.29,7,2,2,39,0,0,0,2,0.0,0.0,0.0,5.13
alprostadil,pancreatitis,7,1,14.29,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,acute pancreatitis,12,1,8.33,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,pancreatitis idiopathic,4,1,25.0,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,adenocarcinoma of pancreas,13,1,7.69,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,phen_tp_pancreatitis,12,3,25.0,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
alprostadil,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,phen_sig_tp_noFP_Sig_pancreatitis,16,4,25.0,7,2,2,39,0,0,0,4,0.0,0.0,0.0,10.26
alprostadil,thrombocytopenia 5,2,0,0.0,7,2,2,39,0,0,0,0,0.0,0.0,0.0,0.0
alprostadil,thrombocytopenia 6,13,2,15.38,7,2,2,39,1,0,0,1,14.29,0.0,0.0,2.56
alprostadil,macrothrombocytopenia,4,1,25.0,7,2,2,39,0,0,0,1,0.0,0.0,0.0,2.56
alprostadil,idiopathic thrombocytopenia,12,3,25.0,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
alprostadil,thrombocytopenia due to platelet alloimmunization,25,3,12.0,7,2,2,39,1,0,0,2,14.29,0.0,0.0,5.13
alprostadil,phen_tp_thrombocytopenia,10,3,30.0,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
alprostadil,phen_sig_tp_noFP_Sig_thrombocytopenia,12,4,33.33,7,2,2,39,0,0,0,4,0.0,0.0,0.0,10.26
alprostadil,myocardial infarction,10,4,40.0,7,2,2,39,0,0,0,4,0.0,0.0,0.0,10.26
alprostadil,old myocardial infarction,16,4,25.0,7,2,2,39,0,0,0,4,0.0,0.0,0.0,10.26
alprostadil,acute myocardial infarction,6,2,33.33,7,2,2,39,0,0,0,2,0.0,0.0,0.0,5.13
alprostadil,phen_sig_tp_noFP_Sig_myocardial infarction,14,3,21.43,7,2,2,39,0,0,0,3,0.0,0.0,0.0,7.69
methyldopa,hypertension,2,1,50.0,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,prehypertension,11,2,18.18,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,hypertensive disease,9,1,11.11,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,genetic hypertension,6,1,16.67,7,3,1,51,1,0,0,1,14.29,0.0,0.0,1.96
methyldopa,pulmonary hypertension,13,1,7.69,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,essential hypertension,10,2,20.0,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,"hypertension, renovascular",11,1,9.09,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,idiopathic pulmonary hypertension,9,1,11.11,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,renal hypertension,12,2,16.67,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,ocular hypertension,9,1,11.11,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,"hypertension, portal",2,1,50.0,7,3,1,51,1,0,0,1,14.29,0.0,0.0,1.96
methyldopa,phen_tp_hypertension,12,2,16.67,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,phen_sig_tp_noFP_Dis_hypertension,12,2,16.67,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,phen_sig_tp_noFP_Sig_hypertension,14,1,7.14,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,pancreatitis,7,1,14.29,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,acute pancreatitis,12,0,0.0,7,3,1,51,0,0,0,0,0.0,0.0,0.0,0.0
methyldopa,pancreatitis idiopathic,4,0,0.0,7,3,1,51,0,0,0,0,0.0,0.0,0.0,0.0
methyldopa,adenocarcinoma of pancreas,13,2,15.38,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,phen_tp_pancreatitis,12,2,16.67,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,7,3,1,51,1,0,0,1,14.29,0.0,0.0,1.96
methyldopa,phen_sig_tp_noFP_Sig_pancreatitis,16,3,18.75,7,3,1,51,1,0,0,3,14.29,0.0,0.0,5.88
methyldopa,thrombocytopenia 5,2,1,50.0,7,3,1,51,1,0,0,1,14.29,0.0,0.0,1.96
methyldopa,thrombocytopenia 6,13,2,15.38,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,macrothrombocytopenia,4,1,25.0,7,3,1,51,1,0,0,1,14.29,0.0,0.0,1.96
methyldopa,idiopathic thrombocytopenia,12,2,16.67,7,3,1,51,1,0,0,2,14.29,0.0,0.0,3.92
methyldopa,thrombocytopenia due to platelet alloimmunization,25,0,0.0,7,3,1,51,0,0,0,0,0.0,0.0,0.0,0.0
methyldopa,phen_tp_thrombocytopenia,10,3,30.0,7,3,1,51,1,0,0,3,14.29,0.0,0.0,5.88
methyldopa,phen_sig_tp_noFP_Sig_thrombocytopenia,12,4,33.33,7,3,1,51,1,0,0,4,14.29,0.0,0.0,7.84
methyldopa,myocardial infarction,10,1,10.0,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
methyldopa,old myocardial infarction,16,1,6.25,7,3,1,51,1,0,0,1,14.29,0.0,0.0,1.96
methyldopa,acute myocardial infarction,6,0,0.0,7,3,1,51,0,0,0,0,0.0,0.0,0.0,0.0
methyldopa,phen_sig_tp_noFP_Sig_myocardial infarction,14,1,7.14,7,3,1,51,0,0,0,1,0.0,0.0,0.0,1.96
tamoxifen,hypertension,2,2,100.0,34,1,1,1,2,0,0,0,5.88,0.0,0.0,0.0
tamoxifen,prehypertension,11,4,36.36,34,1,1,1,4,0,0,0,11.76,0.0,0.0,0.0
tamoxifen,hypertensive disease,9,2,22.22,34,1,1,1,2,0,0,0,5.88,0.0,0.0,0.0
tamoxifen,genetic hypertension,6,2,33.33,34,1,1,1,2,0,0,0,5.88,0.0,0.0,0.0
tamoxifen,pulmonary hypertension,13,5,38.46,34,1,1,1,5,0,0,0,14.71,0.0,0.0,0.0
tamoxifen,essential hypertension,10,3,30.0,34,1,1,1,3,0,0,0,8.82,0.0,0.0,0.0
tamoxifen,"hypertension, renovascular",11,3,27.27,34,1,1,1,3,0,0,0,8.82,0.0,0.0,0.0
tamoxifen,idiopathic pulmonary hypertension,9,4,44.44,34,1,1,1,4,0,0,0,11.76,0.0,0.0,0.0
tamoxifen,renal hypertension,12,3,25.0,34,1,1,1,3,0,0,0,8.82,0.0,0.0,0.0
tamoxifen,ocular hypertension,9,2,22.22,34,1,1,1,2,0,0,0,5.88,0.0,0.0,0.0
tamoxifen,"hypertension, portal",2,1,50.0,34,1,1,1,1,0,0,0,2.94,0.0,0.0,0.0
tamoxifen,phen_tp_hypertension,12,4,33.33,34,1,1,1,4,0,0,0,11.76,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Dis_hypertension,12,3,25.0,34,1,1,1,3,0,0,0,8.82,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Sig_hypertension,14,5,35.71,34,1,1,1,5,1,0,0,14.71,100.0,0.0,0.0
tamoxifen,pancreatitis,7,1,14.29,34,1,1,1,1,0,0,0,2.94,0.0,0.0,0.0
tamoxifen,acute pancreatitis,12,4,33.33,34,1,1,1,4,0,0,0,11.76,0.0,0.0,0.0
tamoxifen,pancreatitis idiopathic,4,0,0.0,34,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
tamoxifen,adenocarcinoma of pancreas,13,3,23.08,34,1,1,1,3,0,0,0,8.82,0.0,0.0,0.0
tamoxifen,phen_tp_pancreatitis,12,5,41.67,34,1,1,1,5,0,0,0,14.71,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,34,1,1,1,1,0,0,0,2.94,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Sig_pancreatitis,16,6,37.5,34,1,1,1,6,0,0,0,17.65,0.0,0.0,0.0
tamoxifen,thrombocytopenia 5,2,1,50.0,34,1,1,1,1,0,0,0,2.94,0.0,0.0,0.0
tamoxifen,thrombocytopenia 6,13,6,46.15,34,1,1,1,6,1,0,0,17.65,100.0,0.0,0.0
tamoxifen,macrothrombocytopenia,4,1,25.0,34,1,1,1,1,0,0,0,2.94,0.0,0.0,0.0
tamoxifen,idiopathic thrombocytopenia,12,6,50.0,34,1,1,1,6,0,0,0,17.65,0.0,0.0,0.0
tamoxifen,thrombocytopenia due to platelet alloimmunization,25,4,16.0,34,1,1,1,4,0,0,0,11.76,0.0,0.0,0.0
tamoxifen,phen_tp_thrombocytopenia,10,6,60.0,34,1,1,1,6,0,0,0,17.65,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Sig_thrombocytopenia,12,7,58.33,34,1,1,1,7,0,0,0,20.59,0.0,0.0,0.0
tamoxifen,myocardial infarction,10,3,30.0,34,1,1,1,3,0,0,0,8.82,0.0,0.0,0.0
tamoxifen,old myocardial infarction,16,3,18.75,34,1,1,1,3,0,0,0,8.82,0.0,0.0,0.0
tamoxifen,acute myocardial infarction,6,2,33.33,34,1,1,1,2,0,0,0,5.88,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Sig_myocardial infarction,14,5,35.71,34,1,1,1,5,1,0,0,14.71,100.0,0.0,0.0
abiraterone,hypertension,2,1,50.0,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,prehypertension,11,3,27.27,11,5,1,24,3,0,0,3,27.27,0.0,0.0,12.5
abiraterone,hypertensive disease,9,1,11.11,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,genetic hypertension,6,1,16.67,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,pulmonary hypertension,13,2,15.38,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,essential hypertension,10,2,20.0,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,"hypertension, renovascular",11,2,18.18,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,idiopathic pulmonary hypertension,9,1,11.11,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,renal hypertension,12,2,16.67,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,ocular hypertension,9,2,22.22,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,"hypertension, portal",2,1,50.0,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,phen_tp_hypertension,12,2,16.67,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,phen_sig_tp_noFP_Dis_hypertension,12,2,16.67,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,phen_sig_tp_noFP_Sig_hypertension,14,2,14.29,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,pancreatitis,7,1,14.29,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,acute pancreatitis,12,1,8.33,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,pancreatitis idiopathic,4,0,0.0,11,5,1,24,0,0,0,0,0.0,0.0,0.0,0.0
abiraterone,adenocarcinoma of pancreas,13,2,15.38,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abiraterone,phen_tp_pancreatitis,12,3,25.0,11,5,1,24,3,0,0,3,27.27,0.0,0.0,12.5
abiraterone,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,phen_sig_tp_noFP_Sig_pancreatitis,16,4,25.0,11,5,1,24,4,0,0,4,36.36,0.0,0.0,16.67
abiraterone,thrombocytopenia 5,2,1,50.0,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,thrombocytopenia 6,13,3,23.08,11,5,1,24,3,0,0,3,27.27,0.0,0.0,12.5
abiraterone,macrothrombocytopenia,4,1,25.0,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,idiopathic thrombocytopenia,12,3,25.0,11,5,1,24,3,0,0,3,27.27,0.0,0.0,12.5
abiraterone,thrombocytopenia due to platelet alloimmunization,25,0,0.0,11,5,1,24,0,0,0,0,0.0,0.0,0.0,0.0
abiraterone,phen_tp_thrombocytopenia,10,3,30.0,11,5,1,24,3,0,0,3,27.27,0.0,0.0,12.5
abiraterone,phen_sig_tp_noFP_Sig_thrombocytopenia,12,4,33.33,11,5,1,24,4,0,0,4,36.36,0.0,0.0,16.67
abiraterone,myocardial infarction,10,1,10.0,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,old myocardial infarction,16,1,6.25,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,acute myocardial infarction,6,1,16.67,11,5,1,24,1,0,0,1,9.09,0.0,0.0,4.17
abiraterone,phen_sig_tp_noFP_Sig_myocardial infarction,14,2,14.29,11,5,1,24,2,0,0,2,18.18,0.0,0.0,8.33
abciximab,hypertension,2,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,prehypertension,11,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,hypertensive disease,9,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,genetic hypertension,6,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,pulmonary hypertension,13,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,essential hypertension,10,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,"hypertension, renovascular",11,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,idiopathic pulmonary hypertension,9,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,renal hypertension,12,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,ocular hypertension,9,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,"hypertension, portal",2,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_tp_hypertension,12,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,pancreatitis,7,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,acute pancreatitis,12,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,pancreatitis idiopathic,4,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,adenocarcinoma of pancreas,13,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_tp_pancreatitis,12,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,thrombocytopenia 5,2,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,thrombocytopenia 6,13,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,macrothrombocytopenia,4,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,idiopathic thrombocytopenia,12,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,thrombocytopenia due to platelet alloimmunization,25,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_tp_thrombocytopenia,10,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,myocardial infarction,10,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,old myocardial infarction,16,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,acute myocardial infarction,6,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
abciximab,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,5,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0
benzyl alcohol,hypertension,2,1,50.0,6,1,1,21,1,0,0,1,16.67,0.0,0.0,4.76
benzyl alcohol,prehypertension,11,2,18.18,6,1,1,21,2,0,0,2,33.33,0.0,0.0,9.52
