Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,STITCH Total Targets,TTD Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,STITCH Identified Targets,TTD Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,STITCH Percentage,TTD Percentage
indomethacin,renal hypertension,3,1,33.33,28.0,2.0,19.0,1.0,1.0,1.0,1.0,0.0,3.57,50.0,5.26,0.0
indomethacin,ocular hypertension,19,6,31.58,28.0,2.0,19.0,1.0,5.0,1.0,3.0,0.0,17.86,50.0,15.79,0.0
indomethacin,"hypertension, portal",0,0,0.0,28.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indomethacin,phen_tp_hypertension,6,3,50.0,28.0,2.0,19.0,1.0,3.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0
indomethacin,phen_sig_tp_noFP_Dis_hypertension,5,3,60.0,28.0,2.0,19.0,1.0,3.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0
indomethacin,phen_sig_tp_noFP_Sig_hypertension,19,5,26.32,28.0,2.0,19.0,1.0,4.0,0.0,2.0,0.0,14.29,0.0,10.53,0.0
indomethacin,pancreatitis,10,4,40.0,28.0,2.0,19.0,1.0,4.0,1.0,2.0,0.0,14.29,50.0,10.53,0.0
indomethacin,acute pancreatitis,17,5,29.41,28.0,2.0,19.0,1.0,4.0,1.0,3.0,0.0,14.29,50.0,15.79,0.0
indomethacin,pancreatitis idiopathic,10,3,30.0,28.0,2.0,19.0,1.0,3.0,0.0,1.0,0.0,10.71,0.0,5.26,0.0
indomethacin,adenocarcinoma of pancreas,3,1,33.33,28.0,2.0,19.0,1.0,1.0,1.0,1.0,0.0,3.57,50.0,5.26,0.0
indomethacin,phen_tp_pancreatitis,4,3,75.0,28.0,2.0,19.0,1.0,3.0,1.0,1.0,0.0,10.71,50.0,5.26,0.0
indomethacin,phen_sig_tp_noFP_Dis_pancreatitis,4,3,75.0,28.0,2.0,19.0,1.0,3.0,1.0,1.0,0.0,10.71,50.0,5.26,0.0
indomethacin,phen_sig_tp_noFP_Sig_pancreatitis,17,4,23.53,28.0,2.0,19.0,1.0,3.0,0.0,2.0,0.0,10.71,0.0,10.53,0.0
indomethacin,thrombocytopenia 5,8,6,75.0,28.0,2.0,19.0,1.0,6.0,1.0,2.0,0.0,21.43,50.0,10.53,0.0
indomethacin,thrombocytopenia 6,17,6,35.29,28.0,2.0,19.0,1.0,5.0,0.0,2.0,0.0,17.86,0.0,10.53,0.0
indomethacin,macrothrombocytopenia,5,4,80.0,28.0,2.0,19.0,1.0,3.0,0.0,1.0,0.0,10.71,0.0,5.26,0.0
indomethacin,idiopathic thrombocytopenia,15,5,33.33,28.0,2.0,19.0,1.0,4.0,0.0,2.0,0.0,14.29,0.0,10.53,0.0
indomethacin,thrombocytopenia due to platelet alloimmunization,15,3,20.0,28.0,2.0,19.0,1.0,2.0,1.0,2.0,0.0,7.14,50.0,10.53,0.0
indomethacin,phen_tp_thrombocytopenia,12,6,50.0,28.0,2.0,19.0,1.0,6.0,2.0,2.0,0.0,21.43,100.0,10.53,0.0
indomethacin,phen_sig_tp_noFP_Sig_thrombocytopenia,14,4,28.57,28.0,2.0,19.0,1.0,3.0,0.0,2.0,0.0,10.71,0.0,10.53,0.0
indomethacin,myocardial infarction,5,1,20.0,28.0,2.0,19.0,1.0,1.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0
indomethacin,old myocardial infarction,15,4,26.67,28.0,2.0,19.0,1.0,4.0,1.0,2.0,0.0,14.29,50.0,10.53,0.0
indomethacin,acute myocardial infarction,6,5,83.33,28.0,2.0,19.0,1.0,4.0,1.0,2.0,0.0,14.29,50.0,10.53,0.0
indomethacin,phen_sig_tp_noFP_Sig_myocardial infarction,17,3,17.65,28.0,2.0,19.0,1.0,2.0,0.0,2.0,0.0,7.14,0.0,10.53,0.0
latanoprost,hypertension,8,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,prehypertension,17,3,17.65,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
latanoprost,hypertensive disease,15,1,6.67,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,genetic hypertension,8,2,25.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,pulmonary hypertension,22,2,9.09,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,essential hypertension,7,2,28.57,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
latanoprost,"hypertension, renovascular",14,1,7.14,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,idiopathic pulmonary hypertension,11,2,18.18,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,renal hypertension,3,1,33.33,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,ocular hypertension,19,1,5.26,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,"hypertension, portal",0,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_tp_hypertension,6,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,pancreatitis,10,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,acute pancreatitis,17,1,5.88,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,pancreatitis idiopathic,10,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,adenocarcinoma of pancreas,3,1,33.33,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_tp_pancreatitis,4,1,25.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Sig_pancreatitis,17,1,5.88,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
latanoprost,thrombocytopenia 5,8,2,25.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,thrombocytopenia 6,17,2,11.76,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
latanoprost,macrothrombocytopenia,5,1,20.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,idiopathic thrombocytopenia,15,1,6.67,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,thrombocytopenia due to platelet alloimmunization,15,2,13.33,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_tp_thrombocytopenia,12,2,16.67,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Sig_thrombocytopenia,14,1,7.14,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,myocardial infarction,5,1,20.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,old myocardial infarction,15,1,6.67,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,acute myocardial infarction,6,1,16.67,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latanoprost,phen_sig_tp_noFP_Sig_myocardial infarction,17,0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,hypertension,8,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,prehypertension,17,2,11.76,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,hypertensive disease,15,2,13.33,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,genetic hypertension,8,2,25.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,pulmonary hypertension,22,2,9.09,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,essential hypertension,7,1,14.29,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,"hypertension, renovascular",14,2,14.29,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,idiopathic pulmonary hypertension,11,1,9.09,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,renal hypertension,3,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,ocular hypertension,19,2,10.53,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,"hypertension, portal",0,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_tp_hypertension,6,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_sig_tp_noFP_Sig_hypertension,19,2,10.53,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,pancreatitis,10,1,10.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,acute pancreatitis,17,2,11.76,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,pancreatitis idiopathic,10,1,10.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,adenocarcinoma of pancreas,3,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_tp_pancreatitis,4,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_sig_tp_noFP_Sig_pancreatitis,17,2,11.76,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,thrombocytopenia 5,8,1,12.5,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,thrombocytopenia 6,17,2,11.76,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,macrothrombocytopenia,5,1,20.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,idiopathic thrombocytopenia,15,2,13.33,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,thrombocytopenia due to platelet alloimmunization,15,1,6.67,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_tp_thrombocytopenia,12,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_sig_tp_noFP_Sig_thrombocytopenia,14,2,14.29,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,myocardial infarction,5,0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,old myocardial infarction,15,1,6.67,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
chlorthalidone,acute myocardial infarction,6,1,16.67,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chlorthalidone,phen_sig_tp_noFP_Sig_myocardial infarction,17,2,11.76,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
alprostadil,hypertension,8,1,12.5,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,prehypertension,17,3,17.65,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,hypertensive disease,15,3,20.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,genetic hypertension,8,2,25.0,7.0,2.0,,2.0,1.0,0.0,,0.0,14.29,0.0,,0.0
alprostadil,pulmonary hypertension,22,3,13.64,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,essential hypertension,7,2,28.57,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,"hypertension, renovascular",14,2,14.29,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,idiopathic pulmonary hypertension,11,2,18.18,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,renal hypertension,3,1,33.33,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,ocular hypertension,19,3,15.79,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,"hypertension, portal",0,0,0.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_tp_hypertension,6,3,50.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_sig_tp_noFP_Dis_hypertension,5,2,40.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_sig_tp_noFP_Sig_hypertension,19,4,21.05,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,pancreatitis,10,0,0.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,acute pancreatitis,17,3,17.65,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,pancreatitis idiopathic,10,1,10.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,adenocarcinoma of pancreas,3,1,33.33,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_tp_pancreatitis,4,1,25.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_sig_tp_noFP_Sig_pancreatitis,17,2,11.76,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,thrombocytopenia 5,8,4,50.0,7.0,2.0,,2.0,1.0,0.0,,0.0,14.29,0.0,,0.0
alprostadil,thrombocytopenia 6,17,3,17.65,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,macrothrombocytopenia,5,3,60.0,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,idiopathic thrombocytopenia,15,3,20.0,7.0,2.0,,2.0,1.0,0.0,,0.0,14.29,0.0,,0.0
alprostadil,thrombocytopenia due to platelet alloimmunization,15,3,20.0,7.0,2.0,,2.0,1.0,0.0,,0.0,14.29,0.0,,0.0
alprostadil,phen_tp_thrombocytopenia,12,2,16.67,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_sig_tp_noFP_Sig_thrombocytopenia,14,4,28.57,7.0,2.0,,2.0,1.0,0.0,,0.0,14.29,0.0,,0.0
alprostadil,myocardial infarction,5,2,40.0,7.0,2.0,,2.0,1.0,0.0,,0.0,14.29,0.0,,0.0
alprostadil,old myocardial infarction,15,2,13.33,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,acute myocardial infarction,6,2,33.33,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
alprostadil,phen_sig_tp_noFP_Sig_myocardial infarction,17,3,17.65,7.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,hypertension,8,3,37.5,7.0,3.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,100.0
methyldopa,prehypertension,17,5,29.41,7.0,3.0,,1.0,2.0,1.0,,0.0,28.57,33.33,,0.0
methyldopa,hypertensive disease,15,4,26.67,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,genetic hypertension,8,2,25.0,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,pulmonary hypertension,22,6,27.27,7.0,3.0,,1.0,2.0,1.0,,1.0,28.57,33.33,,100.0
methyldopa,essential hypertension,7,3,42.86,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,"hypertension, renovascular",14,5,35.71,7.0,3.0,,1.0,2.0,1.0,,0.0,28.57,33.33,,0.0
methyldopa,idiopathic pulmonary hypertension,11,3,27.27,7.0,3.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,100.0
methyldopa,renal hypertension,3,1,33.33,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,ocular hypertension,19,5,26.32,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,"hypertension, portal",0,0,0.0,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,phen_tp_hypertension,6,3,50.0,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,phen_sig_tp_noFP_Dis_hypertension,5,2,40.0,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,phen_sig_tp_noFP_Sig_hypertension,19,6,31.58,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,pancreatitis,10,2,20.0,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,acute pancreatitis,17,5,29.41,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,pancreatitis idiopathic,10,3,30.0,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,adenocarcinoma of pancreas,3,1,33.33,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,phen_tp_pancreatitis,4,1,25.0,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,phen_sig_tp_noFP_Sig_pancreatitis,17,4,23.53,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,thrombocytopenia 5,8,4,50.0,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,thrombocytopenia 6,17,4,23.53,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,macrothrombocytopenia,5,3,60.0,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,idiopathic thrombocytopenia,15,4,26.67,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,thrombocytopenia due to platelet alloimmunization,15,4,26.67,7.0,3.0,,1.0,1.0,1.0,,1.0,14.29,33.33,,100.0
methyldopa,phen_tp_thrombocytopenia,12,3,25.0,7.0,3.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,100.0
methyldopa,phen_sig_tp_noFP_Sig_thrombocytopenia,14,4,28.57,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,myocardial infarction,5,1,20.0,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,old myocardial infarction,15,4,26.67,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
methyldopa,acute myocardial infarction,6,2,33.33,7.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methyldopa,phen_sig_tp_noFP_Sig_myocardial infarction,17,5,29.41,7.0,3.0,,1.0,1.0,0.0,,0.0,14.29,0.0,,0.0
tamoxifen,hypertension,8,1,12.5,34.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0
tamoxifen,prehypertension,17,6,35.29,34.0,1.0,12.0,1.0,6.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0
tamoxifen,hypertensive disease,15,7,46.67,34.0,1.0,12.0,1.0,7.0,0.0,0.0,0.0,20.59,0.0,0.0,0.0
tamoxifen,genetic hypertension,8,1,12.5,34.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0
tamoxifen,pulmonary hypertension,22,7,31.82,34.0,1.0,12.0,1.0,7.0,0.0,1.0,0.0,20.59,0.0,8.33,0.0
tamoxifen,essential hypertension,7,4,57.14,34.0,1.0,12.0,1.0,4.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0
tamoxifen,"hypertension, renovascular",14,3,21.43,34.0,1.0,12.0,1.0,3.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0
tamoxifen,idiopathic pulmonary hypertension,11,3,27.27,34.0,1.0,12.0,1.0,3.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0
tamoxifen,renal hypertension,3,2,66.67,34.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0
tamoxifen,ocular hypertension,19,8,42.11,34.0,1.0,12.0,1.0,8.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0
tamoxifen,"hypertension, portal",0,0,0.0,34.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamoxifen,phen_tp_hypertension,6,5,83.33,34.0,1.0,12.0,1.0,5.0,0.0,0.0,0.0,14.71,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Dis_hypertension,5,4,80.0,34.0,1.0,12.0,1.0,4.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Sig_hypertension,19,7,36.84,34.0,1.0,12.0,1.0,7.0,0.0,0.0,0.0,20.59,0.0,0.0,0.0
tamoxifen,pancreatitis,10,4,40.0,34.0,1.0,12.0,1.0,4.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0
tamoxifen,acute pancreatitis,17,6,35.29,34.0,1.0,12.0,1.0,6.0,0.0,1.0,0.0,17.65,0.0,8.33,0.0
tamoxifen,pancreatitis idiopathic,10,5,50.0,34.0,1.0,12.0,1.0,5.0,0.0,0.0,0.0,14.71,0.0,0.0,0.0
tamoxifen,adenocarcinoma of pancreas,3,2,66.67,34.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0
tamoxifen,phen_tp_pancreatitis,4,3,75.0,34.0,1.0,12.0,1.0,3.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Dis_pancreatitis,4,3,75.0,34.0,1.0,12.0,1.0,3.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Sig_pancreatitis,17,6,35.29,34.0,1.0,12.0,1.0,6.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0
tamoxifen,thrombocytopenia 5,8,4,50.0,34.0,1.0,12.0,1.0,4.0,0.0,1.0,0.0,11.76,0.0,8.33,0.0
tamoxifen,thrombocytopenia 6,17,5,29.41,34.0,1.0,12.0,1.0,5.0,0.0,0.0,0.0,14.71,0.0,0.0,0.0
tamoxifen,macrothrombocytopenia,5,4,80.0,34.0,1.0,12.0,1.0,4.0,0.0,1.0,0.0,11.76,0.0,8.33,0.0
tamoxifen,idiopathic thrombocytopenia,15,5,33.33,34.0,1.0,12.0,1.0,5.0,0.0,0.0,0.0,14.71,0.0,0.0,0.0
tamoxifen,thrombocytopenia due to platelet alloimmunization,15,2,13.33,34.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0
tamoxifen,phen_tp_thrombocytopenia,12,4,33.33,34.0,1.0,12.0,1.0,4.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0
tamoxifen,phen_sig_tp_noFP_Sig_thrombocytopenia,14,5,35.71,34.0,1.0,12.0,1.0,5.0,0.0,0.0,0.0,14.71,0.0,0.0,0.0
tamoxifen,myocardial infarction,5,4,80.0,34.0,1.0,12.0,1.0,4.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0
tamoxifen,old myocardial infarction,15,7,46.67,34.0,1.0,12.0,1.0,7.0,0.0,0.0,0.0,20.59,0.0,0.0,0.0
tamoxifen,acute myocardial infarction,6,3,50.0,34.0,1.0,12.0,1.0,3.0,0.0,1.0,0.0,8.82,0.0,8.33,0.0
tamoxifen,phen_sig_tp_noFP_Sig_myocardial infarction,17,7,41.18,34.0,1.0,12.0,1.0,7.0,0.0,0.0,0.0,20.59,0.0,0.0,0.0
abiraterone,hypertension,8,1,12.5,11.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0
abiraterone,prehypertension,17,5,29.41,11.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0
abiraterone,hypertensive disease,15,4,26.67,11.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0
abiraterone,genetic hypertension,8,2,25.0,11.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0
abiraterone,pulmonary hypertension,22,4,18.18,11.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0
abiraterone,essential hypertension,7,4,57.14,11.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0
abiraterone,"hypertension, renovascular",14,3,21.43,11.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0
